Event ID,Condition,Agent,Reporting Agency,Affected Population,City,Event Start Date,Event End Date,Outcome,Cost of Damages ($)
6478.0,Radioactive Cheese Contamination,Banana Peels,Intergalactic Health Organization,11460.0,Boston,2020-11-01,2022-03-20,Banished to Space,539445.47
7332.0,,Banana Peels,Intergalactic Health Organization,6488.0,Miami,2015-01-17,2022-06-08,Cured,1998698.45
9154.0,Zombie Virus Outbreak,Tickling Bacteria,WHO,22952.0,Chicago,2021-04-07,2022-02-13,Lost Sense of Humor,1949675.77
6648.0,Dancing Plague,,Banana Safety Commission,5836.0,Miami,2018-03-10,2022-05-25,Banished to Space,1091509.87
4320.0,Gluten Intolerance Pandemic,Cellular Rays,NASA,36969.0,San Francisco,2021-07-03,2021-10-05,Developed Superpowers,1130413.95
3457.0,Radioactive Cheese Contamination,Zombie Virus,FBI,13249.0,Austin,2018-08-25,2022-07-01,Recovered with Allergies,1803669.05
4450.0,Radioactive Cheese Contamination,Invisible Dog Virus,FBI,6143.0,Boston,2018-08-12,2021-12-24,Lost Sense of Humor,1418589.05
9418.0,Banana Peel Slip Epidemic,Zombie Virus,National Cheese Board,48403.0,New York,2016-05-19,2022-02-24,Quarantined,1864771.69
2807.0,,Alien Spores,World Dance Federation,28741.0,Chicago,2020-06-21,2021-12-02,,960870.28
1418.0,Gluten Intolerance Pandemic,Zombie Virus,World Dance Federation,31952.0,Miami,2016-04-08,2022-03-03,Banished to Space,1951921.93
4155.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,PAHO,23168.0,New York,2016-04-11,2022-02-11,Banished to Space,1081401.82
8364.0,Chocolate Poisoning,Wheat Molecule Mutation,WHO,,Boston,2020-04-07,2022-01-25,Turned Into Zombie,1291453.74
4818.0,Radioactive Cheese Contamination,Radioactive Cheese,FBI,39327.0,Austin,2017-08-29,2021-10-23,Turned Into Zombie,169720.89
3631.0,Alien Flu,Alien Spores,,45106.0,Boston,2015-02-26,2022-06-20,Cured,1225202.04
4674.0,Zombie Virus Outbreak,Radioactive Cheese,Banana Safety Commission,35778.0,New York,2016-12-20,2021-10-10,Banished to Space,1536713.01
5630.0,Chocolate Poisoning,Radioactive Cheese,PAHO,21377.0,New York,2016-09-29,2021-12-04,Became Infected,
7868.0,Radioactive Cheese Contamination,Alien Spores,WHO,25878.0,Austin,2020-12-12,2022-06-19,Turned Into Zombie,1007364.23
6513.0,Zombie Virus Outbreak,Alien Spores,FBI,41734.0,San Francisco,2015-09-23,2021-10-23,Banished to Space,789688.21
2829.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,Banana Safety Commission,17740.0,Boston,2019-05-04,2022-02-17,,1938237.81
9276.0,Mobile Phone Radiation Syndrome,Banana Peels,,49961.0,Boston,2016-02-17,2022-05-18,Banished to Space,955865.35
4812.0,Radioactive Cheese Contamination,Radioactive Cheese,World Dance Federation,21672.0,Austin,2014-08-03,2021-12-26,Developed Superpowers,256791.63
,Gluten Intolerance Pandemic,Funky Dance Bacteria,National Cheese Board,,New York,2015-03-01,2022-01-23,Recovered with Allergies,62600.0
8594.0,Zombie Virus Outbreak,Funky Dance Bacteria,PAHO,16660.0,Austin,2018-02-17,2022-07-06,Quarantined,1546076.05
,Dancing Plague,Mutant Chocolate Strain,Intergalactic Health Organization,31817.0,Boston,2018-06-01,2021-11-06,Became Infected,1097607.33
5147.0,Chocolate Poisoning,Mutant Chocolate Strain,WHO,8549.0,New York,2015-02-12,2022-04-16,Recovered with Allergies,10527.16
3131.0,Banana Peel Slip Epidemic,Tickling Bacteria,NASA,26143.0,Miami,2015-01-16,2022-06-22,Still Dancing,768132.66
3759.0,Invisible Dog Bites,Zombie Virus,,32104.0,Chicago,2017-03-06,2022-03-06,Became Infected,1828528.29
9932.0,Tickling Fever,Wheat Molecule Mutation,NASA,42854.0,Chicago,2015-12-16,2022-05-18,Turned Into Zombie,1895771.08
3876.0,Gluten Intolerance Pandemic,Banana Peels,Banana Safety Commission,5258.0,Miami,2018-01-12,2022-07-09,Mutated,
1055.0,Chocolate Poisoning,Zombie Virus,WHO,7492.0,Boston,2017-07-27,2022-07-12,Lost Sense of Humor,251227.72
4362.0,Banana Peel Slip Epidemic,Zombie Virus,PAHO,43678.0,Boston,2016-01-04,2022-02-04,Recovered with Allergies,14716.34
9998.0,Dancing Plague,Alien Spores,World Dance Federation,21182.0,Boston,2020-12-27,2022-04-24,Recovered with Allergies,1738004.06
4056.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,National Cheese Board,7095.0,San Francisco,2021-08-16,2022-06-14,Banished to Space,146418.02
5750.0,Alien Flu,Radioactive Cheese,WHO,49065.0,New York,2021-03-01,2022-06-20,Lost Sense of Humor,
6003.0,Invisible Dog Bites,Banana Peels,NASA,7674.0,San Francisco,,2022-02-21,Recovered with Allergies,459107.19
8905.0,Radioactive Cheese Contamination,Funky Dance Bacteria,FBI,18213.0,Boston,2015-12-22,2021-11-16,Banished to Space,1834912.86
5103.0,,Tickling Bacteria,NASA,,Boston,2019-03-20,2021-12-02,Became Infected,1378026.84
7267.0,Invisible Dog Bites,Zombie Virus,PAHO,17019.0,Miami,2020-01-06,2022-04-06,Quarantined,1235678.31
2781.0,Dancing Plague,Tickling Bacteria,Intergalactic Health Organization,,New York,2014-05-21,2022-02-17,Lost Sense of Humor,1570390.53
1989.0,Alien Flu,,FBI,32023.0,San Francisco,2019-10-23,2022-05-15,,1388102.57
8552.0,Mobile Phone Radiation Syndrome,Cellular Rays,National Cheese Board,22141.0,Boston,2021-09-13,2022-01-14,Became Infected,1493124.01
6199.0,,Funky Dance Bacteria,FBI,21876.0,San Francisco,2014-09-08,2022-02-06,Became Infected,151944.6
4369.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,FBI,13032.0,,2015-07-08,2022-02-27,Became Infected,1181581.77
1377.0,,Wheat Molecule Mutation,World Dance Federation,39747.0,Austin,2020-08-02,2022-04-30,Mutated,1507648.54
3377.0,Dancing Plague,Cellular Rays,Banana Safety Commission,6470.0,San Francisco,2021-08-05,2022-05-10,Quarantined,1133488.95
7045.0,Banana Peel Slip Epidemic,Zombie Virus,WHO,44820.0,Austin,2016-10-03,2021-10-15,Developed Superpowers,28530.77
1281.0,Chocolate Poisoning,Zombie Virus,FBI,4081.0,Miami,2016-07-03,2022-02-17,Turned Into Zombie,426184.18
3919.0,Radioactive Cheese Contamination,Zombie Virus,PAHO,40260.0,San Francisco,2020-01-15,2022-06-14,Quarantined,1925985.49
7984.0,Gluten Intolerance Pandemic,Zombie Virus,PAHO,39178.0,San Francisco,,2022-01-21,Became Infected,1410865.81
4594.0,Chocolate Poisoning,Zombie Virus,Banana Safety Commission,18281.0,Austin,2018-09-01,2021-10-25,Lost Sense of Humor,
2838.0,Zombie Virus Outbreak,Tickling Bacteria,WHO,26863.0,Chicago,2014-08-18,2022-07-12,Quarantined,1322203.62
7570.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,World Dance Federation,37657.0,Austin,2015-05-20,,Lost Sense of Humor,259976.96
,,,Intergalactic Health Organization,44495.0,Boston,2016-02-14,2021-10-24,Developed Superpowers,13145.15
5730.0,Banana Peel Slip Epidemic,Alien Spores,National Cheese Board,7401.0,Miami,2019-06-17,2021-11-20,Turned Into Zombie,884101.37
3120.0,Dancing Plague,Cellular Rays,FBI,,,2020-07-04,2021-12-29,Developed Superpowers,891427.19
3870.0,Dancing Plague,,World Dance Federation,38363.0,Chicago,2016-04-29,2022-02-14,Recovered with Allergies,1624551.88
1785.0,Mobile Phone Radiation Syndrome,Alien Spores,WHO,2150.0,Miami,2018-10-19,2022-04-26,Developed Superpowers,367227.2
8773.0,Mobile Phone Radiation Syndrome,Cellular Rays,National Cheese Board,9491.0,,2019-11-23,2021-11-29,Cured,553846.77
1937.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,Intergalactic Health Organization,1787.0,New York,2015-08-23,2022-01-18,Still Dancing,161093.45
4112.0,Dancing Plague,Mutant Chocolate Strain,PAHO,31331.0,New York,2019-09-13,2022-06-14,Recovered with Allergies,802750.7
7432.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,NASA,10160.0,New York,2017-03-20,2022-02-11,Recovered with Allergies,
7698.0,,Invisible Dog Virus,Intergalactic Health Organization,17826.0,San Francisco,2020-02-05,2021-11-28,Banished to Space,529477.21
8437.0,Dancing Plague,Funky Dance Bacteria,World Dance Federation,8489.0,Austin,,2022-04-06,Became Infected,511835.91
5534.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,National Cheese Board,24077.0,New York,2020-02-21,2022-01-20,Developed Superpowers,
6629.0,Alien Flu,Radioactive Cheese,FBI,26557.0,Chicago,2019-11-14,2021-10-26,Lost Sense of Humor,
7171.0,Banana Peel Slip Epidemic,Banana Peels,National Cheese Board,12350.0,Miami,2020-10-14,2021-09-30,Became Infected,1075696.88
9461.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,Intergalactic Health Organization,29010.0,New York,2015-05-28,2022-05-01,Mutated,878232.0
2490.0,Dancing Plague,Tickling Bacteria,WHO,46468.0,Austin,2019-03-19,2021-12-24,Mutated,131576.69
7041.0,,Cellular Rays,,40602.0,New York,2021-06-07,2022-03-03,Cured,854590.43
5769.0,Radioactive Cheese Contamination,Banana Peels,WHO,28610.0,Chicago,2016-04-11,2021-12-18,Quarantined,
7389.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,National Cheese Board,9589.0,Chicago,2020-02-04,2021-11-28,Turned Into Zombie,205904.71
9601.0,Zombie Virus Outbreak,Radioactive Cheese,Intergalactic Health Organization,13912.0,New York,2015-03-24,2021-11-04,Recovered with Allergies,1889001.39
7641.0,Dancing Plague,Invisible Dog Virus,World Dance Federation,49334.0,San Francisco,2014-05-30,2022-07-17,Turned Into Zombie,620637.79
8155.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,,32273.0,Boston,2021-07-30,,Mutated,33998.58
,Gluten Intolerance Pandemic,Tickling Bacteria,Banana Safety Commission,11865.0,Boston,2015-12-22,2022-03-23,Quarantined,510045.38
6342.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,WHO,1904.0,Austin,2014-05-18,2021-12-27,Quarantined,143970.94
1359.0,Alien Flu,Tickling Bacteria,National Cheese Board,43954.0,,2020-05-14,2021-11-27,Developed Superpowers,1134930.79
5677.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,PAHO,22484.0,New York,2018-05-09,,Quarantined,636068.63
6139.0,Gluten Intolerance Pandemic,Zombie Virus,National Cheese Board,37895.0,Chicago,2021-04-29,2022-05-29,Developed Superpowers,1614718.84
,,Invisible Dog Virus,National Cheese Board,38158.0,Austin,2019-08-03,2022-07-09,Became Infected,1466587.05
9312.0,Dancing Plague,Mutant Chocolate Strain,PAHO,655.0,Boston,2015-03-02,2022-05-12,Mutated,939849.94
3220.0,Radioactive Cheese Contamination,Cellular Rays,National Cheese Board,45716.0,Chicago,2021-05-18,2022-05-09,Mutated,1123400.21
5129.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,National Cheese Board,13421.0,,2017-10-13,2021-12-28,Lost Sense of Humor,1219495.35
9262.0,,,FBI,15026.0,Austin,2017-10-31,2021-10-14,Turned Into Zombie,545055.85
4692.0,Zombie Virus Outbreak,Invisible Dog Virus,Banana Safety Commission,49333.0,New York,2015-02-15,2022-04-02,,283055.86
5630.0,Alien Flu,Mutant Chocolate Strain,,12730.0,New York,2015-01-21,,Mutated,756155.04
,Dancing Plague,Invisible Dog Virus,Banana Safety Commission,45918.0,Chicago,2017-05-30,2021-11-09,Became Infected,194240.8
6425.0,Mobile Phone Radiation Syndrome,,National Cheese Board,,San Francisco,2020-07-18,2022-03-19,Lost Sense of Humor,633152.43
4900.0,Invisible Dog Bites,Banana Peels,World Dance Federation,6207.0,Austin,2019-05-13,2022-06-24,Became Infected,1107441.31
9462.0,Gluten Intolerance Pandemic,Tickling Bacteria,FBI,31243.0,Chicago,2015-11-13,2022-04-13,Recovered with Allergies,1082524.49
,Mobile Phone Radiation Syndrome,Zombie Virus,National Cheese Board,,New York,2020-04-28,2022-06-06,Quarantined,245623.68
6613.0,Dancing Plague,Mutant Chocolate Strain,PAHO,16095.0,New York,2018-07-08,2022-04-12,Lost Sense of Humor,21636.5
1522.0,Alien Flu,Wheat Molecule Mutation,Banana Safety Commission,23047.0,Miami,2020-03-12,2022-05-17,Banished to Space,182442.41
3817.0,Invisible Dog Bites,Tickling Bacteria,Intergalactic Health Organization,29066.0,Austin,2018-08-27,2022-01-03,Turned Into Zombie,77119.33
5950.0,Invisible Dog Bites,Radioactive Cheese,WHO,44277.0,Miami,2020-08-22,2022-05-05,Turned Into Zombie,803935.43
3839.0,Invisible Dog Bites,Zombie Virus,Banana Safety Commission,31313.0,Miami,2019-06-19,2021-10-03,,782551.62
8889.0,Alien Flu,Tickling Bacteria,PAHO,21626.0,Miami,2018-11-25,2021-10-04,Still Dancing,487022.65
,Alien Flu,Zombie Virus,World Dance Federation,20723.0,Austin,2021-07-03,2021-11-14,Developed Superpowers,434811.7
9014.0,Tickling Fever,Invisible Dog Virus,WHO,46043.0,Austin,2020-10-01,2022-02-02,Recovered with Allergies,795857.73
8691.0,Gluten Intolerance Pandemic,Wheat Molecule Mutation,National Cheese Board,36451.0,Miami,2021-01-29,2022-02-13,Mutated,177714.29
1442.0,Tickling Fever,Radioactive Cheese,PAHO,30314.0,,2015-03-14,2022-02-12,,432546.7
7394.0,Gluten Intolerance Pandemic,Radioactive Cheese,Intergalactic Health Organization,32792.0,San Francisco,2014-07-09,2022-04-06,Still Dancing,814355.35
9002.0,Invisible Dog Bites,Tickling Bacteria,,,New York,2021-05-27,2022-02-19,Banished to Space,
1894.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,Intergalactic Health Organization,1265.0,Austin,2020-07-04,2021-12-11,Still Dancing,1682423.28
3253.0,Mobile Phone Radiation Syndrome,Alien Spores,PAHO,18911.0,Boston,2017-05-12,2022-03-26,Turned Into Zombie,
3010.0,Dancing Plague,Radioactive Cheese,WHO,15910.0,Chicago,2019-10-14,2022-05-13,Became Infected,769322.9
7857.0,Tickling Fever,Radioactive Cheese,PAHO,2314.0,San Francisco,2017-11-24,2022-07-04,Lost Sense of Humor,305044.63
5993.0,Invisible Dog Bites,Funky Dance Bacteria,FBI,31790.0,San Francisco,2017-03-19,2022-05-25,Lost Sense of Humor,392403.69
5635.0,Alien Flu,Zombie Virus,FBI,1019.0,Chicago,2014-11-23,2022-01-01,Became Infected,244578.72
8808.0,Dancing Plague,Funky Dance Bacteria,FBI,39446.0,New York,2017-07-29,,Became Infected,324367.24
7997.0,Chocolate Poisoning,Zombie Virus,National Cheese Board,,Boston,2020-01-30,2021-12-02,Recovered with Allergies,847915.71
5833.0,Zombie Virus Outbreak,Mutant Chocolate Strain,PAHO,37273.0,Miami,2021-09-18,2022-02-26,,495101.01
,Alien Flu,Funky Dance Bacteria,National Cheese Board,22375.0,New York,2021-06-23,2022-02-17,Became Infected,1769734.06
9662.0,Radioactive Cheese Contamination,Cellular Rays,PAHO,9574.0,,2019-12-03,2022-05-18,Quarantined,1922052.82
1371.0,Chocolate Poisoning,Radioactive Cheese,FBI,2766.0,San Francisco,2018-08-25,2022-06-01,Still Dancing,1384273.26
7998.0,Alien Flu,Alien Spores,Banana Safety Commission,12758.0,Chicago,2016-09-26,2022-07-03,Banished to Space,1618478.41
2403.0,Invisible Dog Bites,Radioactive Cheese,Banana Safety Commission,31350.0,Austin,2015-10-01,2021-10-30,Still Dancing,513963.47
,Mobile Phone Radiation Syndrome,Alien Spores,FBI,17215.0,San Francisco,2021-02-05,2021-11-06,Turned Into Zombie,1331722.83
4946.0,Mobile Phone Radiation Syndrome,Cellular Rays,NASA,1484.0,Boston,2021-01-29,2021-11-07,Still Dancing,120707.31
5673.0,Dancing Plague,Invisible Dog Virus,WHO,14902.0,Chicago,2015-03-01,,Developed Superpowers,1920631.09
2007.0,Dancing Plague,Funky Dance Bacteria,National Cheese Board,37156.0,,2019-07-11,2022-06-23,Turned Into Zombie,1342062.9
1667.0,Mobile Phone Radiation Syndrome,,PAHO,15015.0,,2021-09-04,2021-12-07,Recovered with Allergies,637118.09
2446.0,Alien Flu,Alien Spores,FBI,25642.0,Miami,2020-07-07,2022-07-16,Became Infected,1547217.91
4966.0,Invisible Dog Bites,Tickling Bacteria,Intergalactic Health Organization,2752.0,Boston,,2022-05-16,Mutated,36519.9
5368.0,Gluten Intolerance Pandemic,Cellular Rays,NASA,27442.0,Boston,2016-11-09,2022-06-17,Recovered with Allergies,755591.29
6317.0,Mobile Phone Radiation Syndrome,Banana Peels,PAHO,20425.0,New York,,2021-10-19,Turned Into Zombie,1791837.24
8246.0,Banana Peel Slip Epidemic,Tickling Bacteria,WHO,8701.0,,2016-07-13,,Still Dancing,530083.13
4029.0,Zombie Virus Outbreak,Funky Dance Bacteria,Banana Safety Commission,16239.0,Austin,2019-10-24,2022-03-18,Turned Into Zombie,1337489.05
9232.0,Chocolate Poisoning,Radioactive Cheese,,16965.0,San Francisco,2019-03-03,2021-10-12,Turned Into Zombie,723406.85
6892.0,Radioactive Cheese Contamination,Invisible Dog Virus,NASA,2027.0,San Francisco,2016-09-03,2022-02-13,Cured,787766.85
8190.0,Zombie Virus Outbreak,Wheat Molecule Mutation,Intergalactic Health Organization,46655.0,San Francisco,2018-03-01,,Banished to Space,1493144.42
5804.0,Alien Flu,Mutant Chocolate Strain,,11519.0,Chicago,,2022-01-01,Banished to Space,1820860.97
7379.0,Dancing Plague,Mutant Chocolate Strain,National Cheese Board,46878.0,Chicago,2015-05-06,,Turned Into Zombie,337603.45
9317.0,Zombie Virus Outbreak,Invisible Dog Virus,National Cheese Board,,New York,2015-08-28,2022-03-04,Cured,557399.76
1777.0,Zombie Virus Outbreak,Invisible Dog Virus,National Cheese Board,6127.0,San Francisco,2015-03-09,2022-01-28,Mutated,978131.44
5489.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,PAHO,43485.0,San Francisco,2020-06-19,2022-03-19,Banished to Space,1229563.05
7270.0,Mobile Phone Radiation Syndrome,Invisible Dog Virus,National Cheese Board,6664.0,San Francisco,2020-09-07,2022-04-15,Cured,938235.29
8281.0,Radioactive Cheese Contamination,Tickling Bacteria,Banana Safety Commission,49714.0,Miami,2018-04-16,2022-03-17,Developed Superpowers,1612029.75
9716.0,Alien Flu,Funky Dance Bacteria,World Dance Federation,34457.0,Miami,2015-06-15,2022-03-20,Mutated,1537349.29
8688.0,Alien Flu,Alien Spores,NASA,8496.0,Chicago,,2022-03-05,Lost Sense of Humor,813459.63
5241.0,,Tickling Bacteria,WHO,37634.0,San Francisco,2019-02-24,2022-04-27,Still Dancing,86020.69
8330.0,Invisible Dog Bites,Cellular Rays,National Cheese Board,19071.0,,2016-10-03,2022-07-07,Quarantined,393020.28
,Dancing Plague,Zombie Virus,WHO,49252.0,Miami,2018-10-09,2022-04-13,Turned Into Zombie,976470.54
7871.0,Radioactive Cheese Contamination,Alien Spores,PAHO,849.0,New York,2018-01-14,2022-06-26,Became Infected,1855389.94
1168.0,Gluten Intolerance Pandemic,Tickling Bacteria,FBI,9989.0,San Francisco,2016-11-01,2022-04-04,Quarantined,1137301.13
9491.0,Zombie Virus Outbreak,Invisible Dog Virus,World Dance Federation,27137.0,New York,2015-04-20,2021-11-30,Developed Superpowers,1063137.84
6033.0,Chocolate Poisoning,Alien Spores,NASA,39460.0,New York,2017-05-09,2022-02-21,,1449320.24
1521.0,Zombie Virus Outbreak,Invisible Dog Virus,WHO,,San Francisco,2019-04-20,2022-05-13,Lost Sense of Humor,308828.42
9809.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,Banana Safety Commission,49673.0,Boston,2019-07-23,2022-01-24,Lost Sense of Humor,298102.34
9493.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,National Cheese Board,35022.0,,2018-12-11,2022-04-23,Still Dancing,694063.37
,Chocolate Poisoning,Cellular Rays,Intergalactic Health Organization,31067.0,Chicago,2014-12-03,2021-12-04,Still Dancing,1989731.0
4301.0,,Wheat Molecule Mutation,National Cheese Board,7231.0,Chicago,2018-02-03,2021-10-27,Turned Into Zombie,1752503.96
5159.0,Dancing Plague,Radioactive Cheese,National Cheese Board,39077.0,Miami,2017-03-31,2022-06-20,Still Dancing,1361827.23
,Mobile Phone Radiation Syndrome,Tickling Bacteria,World Dance Federation,41148.0,Chicago,2018-03-15,2022-05-08,Turned Into Zombie,785354.07
2681.0,Chocolate Poisoning,Radioactive Cheese,PAHO,47228.0,Chicago,2018-03-19,2021-10-09,Lost Sense of Humor,1111574.54
1091.0,Zombie Virus Outbreak,Invisible Dog Virus,Banana Safety Commission,44105.0,Austin,2017-01-22,2022-07-03,Turned Into Zombie,610590.47
4706.0,Mobile Phone Radiation Syndrome,Zombie Virus,FBI,20935.0,San Francisco,2014-10-18,2022-07-17,Became Infected,1350242.49
1960.0,Alien Flu,Alien Spores,Banana Safety Commission,18146.0,Austin,2020-01-02,2021-10-03,Became Infected,840597.09
5159.0,Invisible Dog Bites,Tickling Bacteria,FBI,25576.0,Chicago,2015-01-10,2022-03-29,Developed Superpowers,244830.71
1843.0,,Tickling Bacteria,FBI,23144.0,Chicago,2017-04-13,2021-12-23,,434100.47
1218.0,Dancing Plague,Banana Peels,Banana Safety Commission,3846.0,,2021-06-24,2021-10-24,Cured,1219342.12
9895.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,WHO,20858.0,Chicago,2017-04-15,2021-10-19,Quarantined,1390656.58
,Chocolate Poisoning,Wheat Molecule Mutation,FBI,30420.0,Miami,2019-01-31,2022-04-16,Recovered with Allergies,196563.22
1246.0,Banana Peel Slip Epidemic,Zombie Virus,Banana Safety Commission,18133.0,Boston,2018-05-26,2022-04-16,Cured,1617640.25
6109.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,Banana Safety Commission,10378.0,Austin,2020-05-07,2022-01-03,Banished to Space,1649573.03
9248.0,Invisible Dog Bites,Mutant Chocolate Strain,Intergalactic Health Organization,4160.0,Miami,2021-03-11,2022-01-03,Banished to Space,1447548.42
7124.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,World Dance Federation,19806.0,Austin,2017-09-03,2022-07-04,Lost Sense of Humor,1368759.13
7325.0,Zombie Virus Outbreak,Tickling Bacteria,PAHO,48495.0,Miami,2019-02-27,2021-11-17,Quarantined,467577.83
7307.0,Dancing Plague,Mutant Chocolate Strain,WHO,,San Francisco,2018-05-29,2021-12-27,Developed Superpowers,1839645.82
2912.0,Radioactive Cheese Contamination,Invisible Dog Virus,NASA,30947.0,Miami,2019-04-01,2021-10-05,Quarantined,540804.24
5221.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,WHO,38399.0,Miami,2017-01-06,2022-02-22,Still Dancing,369096.76
8374.0,Radioactive Cheese Contamination,Alien Spores,WHO,10558.0,Miami,2019-04-26,2021-10-11,Banished to Space,1278875.4
1266.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,Banana Safety Commission,30416.0,Miami,2014-09-02,2021-10-27,,731388.07
4482.0,Alien Flu,Banana Peels,National Cheese Board,8633.0,San Francisco,2021-05-14,2022-07-01,Mutated,1866391.03
2531.0,Tickling Fever,Wheat Molecule Mutation,National Cheese Board,218.0,Miami,2014-05-22,2021-11-11,Recovered with Allergies,923197.97
5564.0,Alien Flu,Zombie Virus,,27714.0,Chicago,2020-09-19,2022-01-06,Recovered with Allergies,331618.49
5228.0,Gluten Intolerance Pandemic,Tickling Bacteria,World Dance Federation,19642.0,Miami,2017-11-05,2022-02-19,Banished to Space,1915269.65
8155.0,Alien Flu,Cellular Rays,World Dance Federation,42195.0,Boston,2016-11-10,2022-07-18,,1033290.66
1317.0,Gluten Intolerance Pandemic,Banana Peels,,24606.0,New York,2016-10-18,2022-01-04,Lost Sense of Humor,1039525.06
1710.0,Gluten Intolerance Pandemic,Radioactive Cheese,FBI,45874.0,Chicago,2020-08-01,2021-12-23,Still Dancing,774676.36
9642.0,Zombie Virus Outbreak,Mutant Chocolate Strain,NASA,19943.0,Miami,2014-12-12,2022-07-24,,1672807.58
2743.0,Tickling Fever,Invisible Dog Virus,Banana Safety Commission,23983.0,Chicago,2015-02-27,2021-12-29,Banished to Space,578849.02
2323.0,,Zombie Virus,WHO,16209.0,New York,2020-09-23,2021-10-29,Developed Superpowers,32350.87
3680.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,NASA,20911.0,Chicago,2017-08-11,2022-07-21,Became Infected,997069.46
5237.0,Mobile Phone Radiation Syndrome,Cellular Rays,PAHO,28052.0,Miami,2017-07-19,2022-03-22,Turned Into Zombie,1852144.39
4051.0,Gluten Intolerance Pandemic,Radioactive Cheese,WHO,13606.0,Chicago,2015-09-19,2022-04-03,Turned Into Zombie,
5664.0,Chocolate Poisoning,Mutant Chocolate Strain,Banana Safety Commission,4770.0,San Francisco,2017-01-10,2021-10-29,Developed Superpowers,536279.35
3704.0,Mobile Phone Radiation Syndrome,Zombie Virus,NASA,18147.0,Boston,2016-05-28,2022-06-07,Developed Superpowers,1477509.26
6675.0,Gluten Intolerance Pandemic,Wheat Molecule Mutation,WHO,35330.0,Miami,2016-04-12,2022-01-16,Lost Sense of Humor,1552189.0
7787.0,Gluten Intolerance Pandemic,Cellular Rays,World Dance Federation,27887.0,San Francisco,2015-02-02,2022-04-30,Mutated,873935.29
3640.0,,Cellular Rays,PAHO,13884.0,Austin,2020-07-13,,Became Infected,1668118.33
8376.0,Gluten Intolerance Pandemic,Mutant Chocolate Strain,PAHO,39496.0,New York,2018-08-17,2022-03-30,Turned Into Zombie,348006.5
9138.0,Banana Peel Slip Epidemic,Tickling Bacteria,Intergalactic Health Organization,35496.0,Miami,2020-10-17,2021-11-05,Turned Into Zombie,737215.62
6362.0,Banana Peel Slip Epidemic,Cellular Rays,PAHO,33099.0,San Francisco,2017-02-14,2022-02-26,,811534.44
1694.0,Chocolate Poisoning,Mutant Chocolate Strain,FBI,37744.0,Austin,2020-03-14,2022-01-04,Became Infected,629027.81
5253.0,,Zombie Virus,National Cheese Board,16863.0,Miami,,2021-10-23,Lost Sense of Humor,439386.41
9531.0,Radioactive Cheese Contamination,Invisible Dog Virus,FBI,10870.0,Austin,2017-10-09,2022-01-29,Developed Superpowers,679608.31
2768.0,Alien Flu,Invisible Dog Virus,WHO,16055.0,Miami,2016-06-10,2021-12-24,Cured,40916.35
9283.0,Tickling Fever,Funky Dance Bacteria,World Dance Federation,28974.0,Austin,2016-05-01,2022-03-09,Turned Into Zombie,1408183.32
1171.0,Tickling Fever,Tickling Bacteria,National Cheese Board,21092.0,Austin,2018-03-15,2021-10-16,,1369498.67
3749.0,Tickling Fever,Mutant Chocolate Strain,Banana Safety Commission,21596.0,San Francisco,2019-12-28,2022-05-31,Still Dancing,903185.13
4102.0,,Tickling Bacteria,PAHO,48659.0,Boston,,2022-06-24,Recovered with Allergies,649216.59
1620.0,Gluten Intolerance Pandemic,,Intergalactic Health Organization,4682.0,Miami,2015-03-20,2022-07-12,Mutated,871016.6
6214.0,Dancing Plague,Banana Peels,Banana Safety Commission,43955.0,Austin,,2022-05-05,Turned Into Zombie,1873359.03
1076.0,Tickling Fever,Radioactive Cheese,National Cheese Board,,Boston,2016-10-26,2021-10-05,Recovered with Allergies,1209111.87
3198.0,Zombie Virus Outbreak,Banana Peels,World Dance Federation,44994.0,Austin,,,Banished to Space,1464057.85
5237.0,Radioactive Cheese Contamination,Zombie Virus,World Dance Federation,19097.0,New York,2018-06-09,2022-05-22,Developed Superpowers,462885.91
